"ACTIVITY_CODE_primary_purchase_club","ACTIVITY_CODE_primary_purchase_ga","ACTIVITY_CODE_primary_purchase_single","ACTIVITY_CODE_primary_purchase_sth","ACTIVITY_CODE_primary_purchase_suite","ACTIVITY_CODE_secondary_purchase","ACTIVITY_CODE_secondary_sale","ACTIVITY_CODE_merch_purchase","perc_open","perc_click","CONVERSION"
0,0,0,0,0,0,0,0,0.28448275862069,0,"0"
0,0,0,0,0,0,0,0,0.291666666666667,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.625,0,"0"
0,0,0,0,0,0,0,0,1,2,"0"
0,0,0,0,0,0,0,0,0.0333333333333333,0,"0"
0,0,0,0,0,0,0,0,0.232558139534884,0.1,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,2,0,"0"
0,0,0,0,0,0,0,0,0.0666666666666667,0,"0"
0,0,0,0,0,0,0,0,0.214285714285714,0,"0"
0,0,0,0,0,0,0,0,0.134328358208955,0.111111111111111,"0"
0,0,0,0,0,0,0,0,0.0344827586206897,0,"0"
0,0,0,0,0,0,0,0,0.443478260869565,0.0588235294117647,"0"
0,0,0,0,0,0.0009765625,0,0,0.45,0.111111111111111,"0"
0,0,0,0,0,0.0000153787004998078,0,0,1.09917355371901,0,"0"
0,0,0,0,0,0,0,0,0.0810810810810811,0,"0"
0,0,0,0,0,0,0,0,0.185483870967742,0,"0"
0,0,0,0,0,0,0,0,0.297872340425532,0,"0"
0,0,0,0,0,0,0,0,0.181818181818182,0,"0"
0,0,0,0,0,0,0,0.0000132231404958678,0.0149253731343284,0,"0"
0,0,0,0,0,0,0,0,0.222222222222222,0,"0"
0,0,0,0,0,0,0,0,0.166666666666667,0,"0"
0,0,0,0,0,0,0,0,0.0232558139534884,0,"0"
0,0,0,0,0,0,0,0,0.275,0,"0"
0,0,0,0,0,0,0,0,0.0217391304347826,0,"0"
0,0,0,0,0,0,0,0,0.153846153846154,0,"0"
0,0,0,0,0,0,0,0,0.0780141843971631,0.0909090909090909,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0616113744075829,0.0769230769230769,"0"
0,0.000113173381620643,0,0,0,0,0,0,0.135802469135802,0,"0"
0,0,0,0,0,0,0,0,0.186440677966102,0,"0"
0,0,0,0,0,0,0,0,0.0163934426229508,0,"0"
0,0,0,0,0,0,0,0,0.354166666666667,0,"0"
0,0,0,0,0,0,0,0,0.831460674157303,0,"0"
0,0,0,0,0,0,0,0,0.639344262295082,0,"0"
0,0,0,0,0,0,0,0,0.2,0,"0"
0,0,0,0,0,0,0,0,0.48780487804878,0.025,"0"
0,0,0,0,0,0,0,0,0.357142857142857,0.04,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0454545454545454,0,"0"
0,0,0,0,0,0,0,0,0.384313725490196,0.0612244897959184,"0"
0,0,0,0,0,0,0,0,0.125,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0.0000756143667296786,0.11,0.0909090909090909,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0483870967741935,0,"0"
0,0,0,0,0,0,0,0,0.368888888888889,0,"0"
0,0,0,0,0,0,0,0,0.326241134751773,0.0434782608695652,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.106508875739645,0,"0"
0,0,0.000115620302925194,0,0,0,0,0.000346860908775581,0.075,0,"0"
0,0,0,0,0,0,0,0.0000980296049406921,0.375,0.037037037037037,"0"
0,0,0,0,0,0,0,0,0.263157894736842,0.05,"0"
0,0,0,0,0,0,0,0,0.075,0,"0"
0,0,0,0,0,0,0,0,0.238095238095238,0.0444444444444444,"0"
0,0,0,0,0,0,0,0,0.194444444444444,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.138613861386139,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0150375939849624,0,"0"
0,0,0,0,0,0,0,0,0.6,0,"0"
0,0,0,0,0,0,0,0,0.0769230769230769,0,"0"
0.0000582716624905308,0,0,0,0,0,0,0,0.024,0.333333333333333,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.04,0,"0"
0,0,0,0,0,0,0,0,1.2043795620438,0.0121212121212121,"0"
0,0,0,0,0,0,0,0,0.161290322580645,0,"0"
0,0,0,0,0,0,0,0,1.04761904761905,0.0397727272727273,"0"
0,0,0,0,0,0,0,0,0.211538461538462,0.0909090909090909,"0"
0,0,0,0,0,0,0,0,0.254237288135593,0,"0"
0,0,0,0,0,0,0,0,1.2258064516129,0.0263157894736842,"0"
0,0,0,0,0,0,0,0,0.0526315789473684,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0634920634920635,0,"0"
0,0,0,0,0,0,0,0,0.185185185185185,0,"0"
0,0,0,0,0,0,0,0.000246913580246914,0.45,0,"0"
0,0,0,0,0,0,0,0,1.14545454545455,0.111111111111111,"0"
0,0,0,0,0,0,0,0,0.0714285714285714,0.166666666666667,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.107344632768362,0.157894736842105,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.92,0,"0"
0,0,0,0,0,0,0,0,0.0333333333333333,0,"0"
0,0,0,0,0,0,0,0,0.0784313725490196,0,"0"
0,0,0,0,0,0,0,0.000452693526482571,0.0465116279069767,0,"0"
0,0,0,0,0,0,0,0,0.134146341463415,0,"0"
0,0,0,0,0,0,0,0,0.363636363636364,0,"0"
0,0,0,0,0,0,0,0,0.0384615384615385,0,"0"
0,0,0,0,0,0,0,0,0.2,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.5,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.289473684210526,0,"0"
0,0,0,0,0,0,0,0,0.0989010989010989,0,"0"
0,0,0,0,0,0,0,0,5,0.2,"0"
0,0,0,0,0,0,0,0,0.758333333333333,0,"0"
0,0,0,0,0,0,0,0,0.136363636363636,0,"0"
0,0,0,0,0,0,0,0,0.032258064516129,0,"0"
0,0,0,0,0,0,0,0,0.157894736842105,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.294736842105263,0,"0"
0,0,0,0,0,0,0,0,0.0526315789473684,0.333333333333333,"0"
0,0,0,0,0,0,0,0,0.0344827586206897,0,"0"
0,0,0,0,0,0,0,0,0.479166666666667,0,"0"
0,0,0.0000277008310249307,0,0,0,0,0.0000277008310249307,0.416666666666667,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.348314606741573,0,"0"
0,0,0,0,0,0,0,0,0.101694915254237,0,"0"
0,0,0,0,0,0,0,0,0.0604982206405694,0.0588235294117647,"0"
0,0,0,0,0,0,0,0,0.0337078651685393,0,"0"
0,0,0,0,0,0,0,0,0.342857142857143,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0.00226757369614512,0,0,0,0,0,2.75,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0512820512820513,0,"0"
0,0,0,0,0,0,0,0,0.852941176470588,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.128205128205128,0,"0"
0,0,0,0,0,0,0,0,0.266666666666667,0,"0"
0,0,0,0,0,0,0,0,0.407894736842105,0,"0"
0,0,0,0,0,0,0,0,0.0232558139534884,1,"0"
0,0,0,0,0,0,0,0,1.16666666666667,0,"0"
0,0,0.000182615047479912,0,0,0,0,0,0.864864864864865,0.0625,"0"
0,0,0,0,0,0,0,0,1.36170212765957,0.03125,"0"
0,0,0,0,0,0,0,0,0.196078431372549,0,"0"
0,0,0,0,0,0,0,0,0.0277777777777778,0,"0"
0,0,0,0,0,0,0,0,0.311111111111111,0.0714285714285714,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.574468085106383,0,"0"
0.000222766763198931,0,0,0,0,0,0,0,0.115384615384615,0.166666666666667,"0"
0,0,0,0,0,0,0,0,0.426966292134831,0,"0"
0,0,0,0,0,0,0,0.000287273771904625,0,0,"0"
0,0,0,0,0,0,0,0,0.0597014925373134,0,"0"
0,0,0,0,0,0,0,0.000459136822773186,0.3125,0,"0"
0,0,0,0,0,0,0,0,0.0222222222222222,0,"0"
0,0,0,0,0,0,0,0,0.25,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0.00444444444444444,0,0,0,0,"0"
0,0,0,0,0,0,0,0,2.81132075471698,0.0335570469798658,"0"
0,0,0,0,0,0,0,0,0.295238095238095,0,"0"
0,0,0,0,0,0,0,0,0.171428571428571,0,"0"
0,0,0,0,0,0,0,0,0.474747474747475,0.0212765957446809,"0"
0,0,0,0,0,0,0,0,0.333333333333333,1,"0"
0,0,0,0,0,0,0,0,0.162790697674419,0,"0"
0,0,0,0,0,0,0,0,0.5,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0.000268744961031981,0,0,0,0,0,0.122448979591837,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0909090909090909,0,"0"
0,0,0,0,0,0,0,0,0.266666666666667,0,"0"
0,0,0,0,0,0,0,0,0.360655737704918,0.0454545454545454,"0"
0,0,0,0,0,0,0,0,0.101010101010101,0,"0"
0,0,0,0,0,0,0,0,0.914893617021277,0,"0"
0,0,0,0,0,0,0,0,0.0972222222222222,0.285714285714286,"0"
0,0,0,0,0,0,0,0,0.0645161290322581,0,"0"
0,0,0,0,0,0,0,0,1.09677419354839,0.0294117647058824,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0.00390625,0,0,0.666666666666667,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0.0001,0.444444444444444,0,"0"
0,0,0,0,0,0,0,0,0.269230769230769,0,"0"
0,0,0,0,0,0,0,0,0.0217391304347826,3,"0"
0,0,0,0,0,0,0,0,0.643564356435644,0.0307692307692308,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.163265306122449,0.125,"0"
0,0,0,0,0,0,0,0,0.0526315789473684,0,"0"
0,0,0,0,0,0,0,0,0.0256410256410256,0,"0"
0,0,0,0,0,0,0,0,0.5,0,"0"
0,0,0,0,0,0,0,0,0.192982456140351,0,"0"
0,0,0,0,0,0,0,0,0.741379310344828,0.0232558139534884,"0"
0,0,0,0,0,0,0,0,0.123595505617978,0.0909090909090909,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.00952380952380952,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,1.54285714285714,0.0185185185185185,"0"
0,0,0,0,0,0,0.0000396825396825397,0.00000566893424036281,0.133136094674556,0.111111111111111,"0"
0,0,0,0,0,0,0,0,0.123076923076923,0.125,"0"
0,0,0,0,0,0,0,0.000396746677246578,0.0476190476190476,0,"0"
0,0,0,0,0,0,0,0.000661157024793388,0.0612244897959184,0,"0"
0,0,0,0,0,0,0,0,0.222222222222222,0,"0"
0,0,0,0,0,0,0,0,0.0859375,0,"0"
0,0,0,0,0,0,0,0,0.625,0,"0"
0,0,0,0,0,0,0,0,0.170212765957447,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.323529411764706,0.0606060606060606,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0.0000376378486205728,0,0,0,0,0.0000376378486205728,0.740740740740741,0.1,"0"
0,0,0,0,0,0,0,0,0.50609756097561,0.0240963855421687,"0"
0,0,0,0,0,0,0,0,0.0657894736842105,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0476190476190476,0,"0"
0,0,0,0,0,0,0,0,0.32,0,"0"
0,0,0,0,0,0,0,0,0.0185185185185185,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.148936170212766,0,"0"
0,0,0,0,0,0,0,0,0.0588235294117647,0,"0"
0,0,0,0,0,0,0,0,0.378378378378378,0,"0"
0,0,0,0,0,0,0,0,0.0844444444444444,0,"0"
0,0,0,0,0,0,0,0,0.37719298245614,0.0232558139534884,"0"
0,0,0,0,0,0,0,0,0.0344827586206897,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.305555555555556,0,"0"
0,0,0,0,0,0,0,0,0.166666666666667,0,"0"
0,0,0,0,0,0,0,0,0.259259259259259,0,"0"
0,0,0,0,0,0,0,0,0.101851851851852,0.0909090909090909,"0"
0,0,0,0,0,0,0,0,0.315789473684211,0,"0"
0,0,0,0,0,0,0,0,0.701754385964912,0.025,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.981481481481481,0.0754716981132075,"0"
0,0,0,0,0,0,0,0,4,0,"0"
0,0,0,0,0,0,0,0.000162324486648811,0.125,0,"0"
0,0,0,0,0,0,0,0,0.310344827586207,0.037037037037037,"0"
0,0,0,0,0,0,0,0.0000510204081632653,0.320388349514563,0.0909090909090909,"0"
0,0,0,0,0,0,0,0,0.87037037037037,0,"0"
0,0,0,0,0,0,0,0,0.841269841269841,0.0566037735849057,"0"
0,0,0,0,0,0,0,0,0.181818181818182,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.166666666666667,0,"0"
0,0,0,0,0,0,0,0,0.0980392156862745,0,"0"
0,0,0,0,0,0,0,0,0.129032258064516,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.166666666666667,0,"0"
0,0,0,0,0,0,0,0.0000146797610134907,0.802816901408451,0,"0"
0,0,0,0,0,0,0,0,0.196428571428571,0,"0"
0,0,0,0,0,0,0,0,0.03125,0,"0"
0,0,0,0,0,0,0,0,0.72972972972973,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.238095238095238,0,"0"
0,0,0,0,0,0,0,0,0.17741935483871,0,"0"
0,0,0,0,0,0,0,0,0.0194174757281553,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,0,0,0.0588235294117647,0,"0"
0,0,0,0,0,0,0,0,0.476190476190476,0.05,"0"
0,0,0,0,0,0,0,0,0.361702127659574,0,"0"
0,0,0,0,0,0,0,0,0.19047619047619,0,"0"
